timestamp,open,high,low,close,volume,initial_state,log_slope_per_day_pct,adx,atr_percent,ema_fast,ema_slow,trend_state,segment_index,timeframe,timeframe_minutes,trend_strength_score,price,confirm_trend_state,confirm_trend_strength,state_prev,market_volatility,trend_strength_avg,buy_signal,sell_signal,signal_strength,signal_type,neural_predictions,adaptive_mode
2024-01-01 00:00:00,0.0004989790677676,0.0005185990518285,0.0004941379224915,0.0004978630688926,11259.87755388962,DOWNTREND,-9.103003191269336,42.12512614055735,4.019919900820649,0.0004999208417145,0.0005130721147444,DOWNTREND,35,2h,120,-19.173257884505844,0.0004978630688926,DOWNTREND,-16.34591333164864,NONE,,,False,False,0.0,hold,1.0,neural
2024-01-01 02:00:00,0.0004973026531321,0.0005083629080463,0.0004792713966021,0.000502369851004,25207.851693654084,DOWNTREND,-7.078538953319219,41.88981236830612,4.164556855737439,0.0005011453463592,0.0005114256126305,DOWNTREND,35,2h,120,-14.825933429814404,0.000502369851004,DOWNTREND,-16.34591333164864,DOWNTREND,,,False,False,0.0,hold,1.0,neural
2024-01-01 04:00:00,0.0005023141832441,0.0005079958655668,0.0004885865545804,0.0004993640415953,6599.025588591263,DOWNTREND,-5.173393988865322,41.67802997328001,4.159342610316223,0.0005002546939772,0.0005095699863174,DOWNTREND,35,2h,120,-10.780843486575778,0.0004993640415953,DOWNTREND,-13.43582092506154,DOWNTREND,,,False,False,0.0,hold,1.0,neural
2024-01-01 06:00:00,0.0004993094005923,0.0005180014091975,0.0004961359457089,0.0005157581381311,4148.859928916648,DOWNTREND,-3.558375839265393,39.80577402074095,4.04836686647804,0.0005080064160541,0.0005105220096733,DOWNTREND,35,2h,120,-7.082195226933132,0.0005157581381311,DOWNTREND,-13.43582092506154,DOWNTREND,,,False,False,0.0,hold,1.0,neural
2024-01-01 08:00:00,0.0005127305299816,0.0005174465183091,0.0005083612110275,0.0005165253174323,3169.824655079097,RANGE,-2.099067050478848,38.12074366345579,3.814011333235227,0.0005122658667432,0.0005114455954824,DOWNTREND,35,2h,120,-4.00089984818552,0.0005165253174323,DOWNTREND,-9.390845571422716,DOWNTREND,4.041239513317516,-11.172625975202935,False,False,0.0,hold,1.0,neural
2024-01-01 10:00:00,0.0005175688758931,0.0005367643168768,0.0005145299251109,0.0005291323680302,11144.723470317482,RANGE,-0.518955854669266,34.75338138485471,3.7710299186910783,0.0005206991173867,0.0005141666374128,DOWNTREND,35,2h,120,-0.9017735369612118,0.0005291323680302,DOWNTREND,-9.390845571422716,DOWNTREND,3.9962045808797764,-9.460817235495982,False,False,0.0,hold,1.0,neural
2024-01-01 12:00:00,0.0005290695812424,0.0005596159933745,0.000523147057313,0.0005417540949885,14462.674010350756,UPTREND,1.574416035651898,33.887621008042885,3.9880196057800568,0.0005312266061876,0.0005184108616552,UPTREND,36,2h,120,2.667660696257842,0.0005417540949885,UPTREND,-1.7993292906357783,DOWNTREND,3.9950352987226734,-7.728177530959721,False,False,0.0,hold,1.0,neural
2024-01-01 14:00:00,0.0005423462168113,0.0005535405223029,0.0005384269424154,0.0005504141238523,6254.788186251559,UPTREND,3.9709062860213926,33.10843666891224,3.8073317256127224,0.0005408203650199,0.0005233344404548,UPTREND,36,2h,120,6.57352496444624,0.0005504141238523,UPTREND,-1.7993292906357783,UPTREND,3.9715723520839292,-5.940464719033976,False,False,0.0,hold,1.0,neural
2024-01-01 16:00:00,0.0005504621728492,0.0005534722007203,0.0005372110077836,0.0005379130910799,6777.681997800923,UPTREND,6.2238372984404124,32.222252916423024,3.808533764488864,0.0005393667280499,0.0005255773097817,UPTREND,36,2h,120,10.0273029770507,0.0005379130910799,UPTREND,5.260791898315471,UPTREND,3.9534569534622555,-4.166268308357901,True,False,1.0,buy_neural_True,1.0,neural
2024-01-01 18:00:00,0.0005424058827131,0.0005677693422528,0.000532897530695,0.0005562357239074,21023.890297018337,UPTREND,8.427794584435523,32.64269441167443,3.941696252338398,0.0005478012259786,0.000530293988878,UPTREND,36,2h,120,13.755296159204672,0.0005562357239074,UPTREND,5.260791898315471,UPTREND,3.95228088334987,-2.3741118616016434,False,False,0.0,hold,1.0,neural
2024-01-01 20:00:00,0.0005591036127468,0.0005737656733113,0.0005480199041562,0.0005675175824165,10181.9765962641,UPTREND,10.591241683396502,33.46422799431411,3.930660127851619,0.0005576594041975,0.0005360206955762,UPTREND,36,2h,120,17.721386321803184,0.0005675175824165,UPTREND,11.887594702157283,UPTREND,3.9503153601227563,-0.5472483903830226,False,False,0.0,hold,1.0,neural
2024-01-01 22:00:00,0.0005675127432298,0.0005751231539577,0.0005620495749007,0.0005698544302268,5754.778680267637,UPTREND,12.343758737828956,34.30551777418637,3.7525068454276735,0.0005637569172121,0.0005412258855224,UPTREND,36,2h,120,21.172951739042976,0.0005698544302268,UPTREND,11.887594702157283,UPTREND,3.9338313172314994,1.262768287069144,False,False,0.0,hold,1.0,neural
2024-01-02 00:00:00,0.0005698739330997,0.000603730440625,0.0005637877196495,0.0005946909786635,9679.01709107762,UPTREND,14.06439594315698,36.73361979362424,3.9078642159140866,0.0005792239479378,0.0005494512844672,UPTREND,36,2h,120,25.831808660145988,0.0005946909786635,UPTREND,18.337970537498993,UPTREND,3.9318338478993904,3.1526944696135164,False,False,0.0,hold,1.0,neural
2024-01-02 02:00:00,0.0005949287948045,0.0006350619316179,0.0005918182667022,0.0006293363538039,13205.885136320834,UPTREND,16.326278972412535,39.99224226198335,4.0105915849966856,0.0006042801508708,0.0005617412951344,UPTREND,36,2h,120,32.64622519507233,0.0006293363538039,UPTREND,18.337970537498993,UPTREND,3.9374594005491974,5.259375235717718,False,False,0.0,hold,1.0,neural
2024-01-02 04:00:00,0.0006255686565048,0.0006414958440081,0.0005976171065383,0.0006011625080531,15250.931765813611,UPTREND,17.446027551858215,43.09629952399668,4.508593457872742,0.0006027213294619,0.0005678060971219,UPTREND,36,2h,120,37.59296144393901,0.0006011625080531,UPTREND,22.977378718485607,UPTREND,3.975535004370767,7.414947649599138,False,False,0.0,hold,1.0,neural
2024-01-02 06:00:00,0.0006011926108727,0.0006118317116295,0.0005957332030757,0.0006021098985355,8892.613754217822,UPTREND,17.90048193796338,45.5848142424305,4.31871774188845,0.0006024156139987,0.0005730836050316,UPTREND,36,2h,120,40.799507199602154,0.0006021098985355,UPTREND,22.977378718485607,UPTREND,3.996983925465622,9.501482621474326,False,False,0.0,hold,1.0,neural
2024-01-02 08:00:00,0.0006021229271752,0.0006027668602935,0.000596905466229,0.0005996484271797,1473.1951030924142,UPTREND,17.4395997552675,47.82447748902093,4.000548093092602,0.0006010320205892,0.0005771705007467,UPTREND,36,2h,120,41.70198729566627,0.0005996484271797,UPTREND,24.31207389262488,UPTREND,3.997193582384856,11.395629955250323,False,False,0.0,hold,1.0,neural
2024-01-02 10:00:00,0.0005918600842448,0.0005928180446452,0.0005627712742703,0.0005684462017992,5107.300442567852,UPTREND,15.586325743764718,45.04858531936593,4.446861736053402,0.0005847391111942,0.0005758283009086,UPTREND,36,2h,120,35.10709625417073,0.0005684462017992,UPTREND,24.31207389262488,UPTREND,4.0221751464775535,12.712933638523678,False,False,0.0,hold,1.0,neural
2024-01-02 12:00:00,0.000565875356446,0.0005737899984957,0.0005609867709258,0.0005724650980654,1263.0758434457182,UPTREND,13.137033509933246,42.354585020050706,4.197729750210286,0.0005786021046298,0.0005753108850866,UPTREND,36,2h,120,27.820680135386144,0.0005724650980654,UPTREND,19.605309914616573,UPTREND,4.031414862463486,13.508078190990124,False,False,0.0,hold,1.0,neural
2024-01-02 14:00:00,0.0005757778021522,0.0005850120876011,0.0005698205967559,0.0005712538530744,8618.395385764996,UPTREND,10.391581217072956,40.76727678678279,4.051899679608986,0.0005749279788521,0.0005746867263155,UPTREND,36,2h,120,21.18182338643732,0.0005712538530744,UPTREND,19.605309914616573,UPTREND,4.032439103320762,13.891765450762483,False,False,0.0,hold,1.0,neural
2024-01-02 16:00:00,0.0005712969423891,0.0005948704198763,0.0005712058625464,0.0005874145665184,6054.611874853645,UPTREND,7.343568927324973,40.00582732830731,3.949242458986824,0.0005811712726852,0.0005766448555775,UPTREND,36,2h,120,14.68927752400429,0.0005874145665184,UPTREND,12.6891340243253,UPTREND,4.02890523122907,15.58489222118799,False,False,0.0,hold,1.0,neural
