timeframe,train_start,train_end,test_start,test_end,final_balance,total_return_pct,buy_hold_final_balance,buy_hold_total_return_pct,trades,strength_threshold,config_name,threshold_mode,trailing_mode,cooldown_bars,fold_index
2d,2024-01-06 00:00:00,2024-07-04 00:00:00,2024-07-04 00:00:00,2024-08-03 00:00:00,1000.0,0.0,566.560504361752,-43.3439495638248,0,-20.284191054364033,v8,quantile_grid,atr,0,3
2d,2024-02-05 00:00:00,2024-08-03 00:00:00,2024-08-03 00:00:00,2024-09-02 00:00:00,974.6630645445107,-2.533693545548932,877.5539618423131,-12.244603815768684,2,-20.284191054364033,v8,quantile_grid,atr,0,4
2d,2024-03-06 00:00:00,2024-09-02 00:00:00,2024-09-02 00:00:00,2024-10-02 00:00:00,2608.3436064888224,160.83436064888224,2688.390431589397,168.83904315893966,2,-20.284191054364033,v8,quantile_grid,atr,0,5
2d,2024-04-05 00:00:00,2024-10-02 00:00:00,2024-10-02 00:00:00,2024-11-01 00:00:00,920.1993857390274,-7.980061426097251,820.3621333979362,-17.96378666020638,2,-20.284191054364033,v8,quantile_grid,atr,0,6
2d,2024-05-05 00:00:00,2024-11-01 00:00:00,2024-11-01 00:00:00,2024-12-01 00:00:00,8198.895329531022,719.8895329531022,8099.428834126611,709.9428834126611,2,-17.955217612944782,v8,quantile_grid,atr,0,7
2d,2024-06-04 00:00:00,2024-12-01 00:00:00,2024-12-01 00:00:00,2024-12-31 00:00:00,848.0063711289478,-15.199362887105227,575.9688182191935,-42.403118178080646,2,-17.955217612944782,v8,quantile_grid,atr,0,8
2d,2024-07-04 00:00:00,2024-12-31 00:00:00,2024-12-31 00:00:00,2025-01-30 00:00:00,1051.1345229396397,5.113452293963983,1254.5952186266013,25.45952186266014,2,-17.955217612944782,v8,quantile_grid,atr,0,9
2d,2024-08-03 00:00:00,2025-01-30 00:00:00,2025-01-30 00:00:00,2025-03-01 00:00:00,928.313497522924,-7.168650247707609,425.40737845992936,-57.459262154007064,2,-17.955217612944782,v8,quantile_grid,atr,0,10
2d,2024-09-02 00:00:00,2025-03-01 00:00:00,2025-03-01 00:00:00,2025-03-31 00:00:00,1000.0,0.0,221.11793307078253,-77.88820669292174,0,-9.096319721730923,v8,quantile_grid,atr,0,11
2d,2024-10-02 00:00:00,2025-03-31 00:00:00,2025-03-31 00:00:00,2025-04-30 00:00:00,1000.0,0.0,445.04254475525386,-55.495745524474614,0,-0.7343572960846322,v8,quantile_grid,atr,0,12
2d,2024-11-01 00:00:00,2025-04-30 00:00:00,2025-04-30 00:00:00,2025-05-30 00:00:00,2096.8219553934323,109.68219553934321,3916.173179718348,291.6173179718348,2,-0.6389134261157545,v8,quantile_grid,atr,0,13
2d,2024-12-01 00:00:00,2025-05-30 00:00:00,2025-05-30 00:00:00,2025-06-29 00:00:00,937.00786408024,-6.299213591976005,1146.8960267377001,14.689602673770018,4,3.233237244649555,v8,quantile_grid,atr,0,14
2d,2024-12-31 00:00:00,2025-06-29 00:00:00,2025-06-29 00:00:00,2025-07-29 00:00:00,986.8521153424055,-1.3147884657594533,1294.148687383633,29.414868738363296,4,0.9075380966834744,v8,quantile_grid,atr,0,15
2d,2025-01-30 00:00:00,2025-07-29 00:00:00,2025-07-29 00:00:00,2025-08-28 00:00:00,1332.747556864447,33.27475568644469,1072.5288937060905,7.252889370609039,2,-13.414901801139418,v8,quantile_grid,atr,0,16
2d,2025-03-01 00:00:00,2025-08-28 00:00:00,2025-08-28 00:00:00,2025-09-27 00:00:00,1000.0,0.0,782.9724180356906,-21.70275819643094,0,-13.414901801139418,v8,quantile_grid,atr,0,17
