step_index,strategy,train_start,train_end,holdout_start,holdout_end,trial_id,train_total_return_pct,train_buy_hold_return_pct,train_buy_hold_max_drawdown_pct,train_max_drawdown_pct,train_sharpe_ratio,train_total_trades,parameters,holdout_total_return_pct,holdout_buy_hold_return_pct,holdout_buy_hold_max_drawdown_pct,holdout_max_drawdown_pct,holdout_cagr_pct,holdout_num_trades,holdout_win_rate_pct,holdout_profit_factor,holdout_total_cost_pct,holdout_avg_cost_per_trade_pct,trade_log_path
0,CompositeMomentumIndexStrategy,2023-10-06T06:45:00+00:00,2024-01-04T06:45:00+00:00,2024-01-04T06:45:00+00:00,2024-02-03T06:45:00+00:00,191,118.2987114429706,-54.52553678507759,-77.03882976156171,-45.81322521814959,3.002024940946455,5,"{""roc_period"": 19, ""rsi_period"": 14, ""signal_threshold"": 0.7291398917570836, ""tsi_long"": 20, ""tsi_short"": 13}",63.26819432677977,316.420359546884,-43.896783972211864,-15.463674996912758,43251.04204598907,2,100.0,inf,7.482824992855908,3.741412496427954,
0,CSMARevertStrategy,2023-10-06T06:45:00+00:00,2024-01-04T06:45:00+00:00,2024-01-04T06:45:00+00:00,2024-02-03T06:45:00+00:00,132,84.51983816281827,-54.52553678507759,-77.03882976156171,-35.386148964170324,2.990630245343747,10,"{""atr_floor_pct"": 0.9965053720631869, ""atr_mult"": 2.7110177659764876, ""atr_period"": 38, ""entry_drop"": 0.18566405914691253, ""exit_up"": 0.07175264413681526, ""n_sma"": 305, ""rsi_max"": 32.93700922478422, ""rsi_period"": 32, ""timeframe_minutes"": 5}",34.99436423927911,316.420359546884,-43.896783972211864,-15.213404909850691,4012.3471329998865,3,100.0,inf,10.632749611937125,3.5442498706457086,
0,DonchianChampionAggressiveStrategy,2023-10-06T06:45:00+00:00,2024-01-04T06:45:00+00:00,2024-01-04T06:45:00+00:00,2024-02-03T06:45:00+00:00,13,44.6472461479027,-54.52553678507759,-77.03882976156171,-27.006523303565587,3.038218027915074,5,"{""ema_exit_days"": 2.515068302418797, ""entry_days"": 11.0, ""exit_days"": 2.3979422592943243, ""timeframe_minutes"": 5, ""trailing_drawdown_pct"": 0.10028935662464356}",-3.6729027962752347,316.420359546884,-43.896783972211864,-32.82741770659931,-37.091612465278104,8,37.5,0.986875582262387,23.12715307589544,2.89089413448693,
0,Strategy_62_RSIAvgs,2023-10-06T06:45:00+00:00,2024-01-04T06:45:00+00:00,2024-01-04T06:45:00+00:00,2024-02-03T06:45:00+00:00,174,49.86514506671475,-54.52553678507759,-77.03882976156171,-54.718638062239656,2.0579389016677276,9,"{""ma_periods"": [5, 10, 20], ""overbought"": 70, ""oversold"": 29, ""rsi_period"": 27, ""signal_threshold"": 0.7054816884281891}",117.6364075285353,316.420359546884,-43.896783972211864,-17.705643406987438,1524457.0338228794,3,100.0,inf,14.25474564363447,4.75158188121149,
0,GridTradingStrategyV2Aggressive,2023-10-06T06:45:00+00:00,2024-01-04T06:45:00+00:00,2024-01-04T06:45:00+00:00,2024-02-03T06:45:00+00:00,85,205.2814767668006,-54.52553678507759,-77.03882976156171,-55.0573465846618,4.649790592819278,4,"{""allow_bear_breakout_sell"": 1, ""atr_mult"": 1.0589461483780827, ""breakout_slope_min"": 0.0005, ""breakout_window"": 56, ""buy_spacing_mult_bear"": 1.7926218447256113, ""center_lookback"": 21, ""cooldown_bars"": 1, ""fee_pct"": 0.0025, ""min_edge_pct"": 0.020408509447704594, ""min_step_pct"": 0.0200368439125414, ""min_strength"": 0.55, ""no_sell_above_ema_fast_in_bull"": 1, ""num_grids"": 17, ""recenter_dwell_bars"": 5, ""recenter_threshold_pct"": 0.18623681086909805, ""sell_spacing_mult_bull"": 1.3, ""side_when_bear"": 0, ""slippage_pct"": 0.01, ""strong_slope_min"": 0.0006377304897748402, ""timeframe_minutes"": 60, ""tol_buy_hi"": 0.008912300616581693, ""tol_buy_lo"": 0.011100941453697513, ""tol_sell_hi"": 0.01, ""tol_sell_lo"": 0.004418812012221529, ""trail_atr_mult"": 3.3532689840819465, ""trend_ema_fast"": 22, ""trend_ema_slow"": 351}",106.75933845691495,316.420359546884,-43.896783972211864,-43.89678397221187,807789.228970763,2,100.0,inf,10.483354706205517,5.241677353102759,
1,CompositeMomentumIndexStrategy,2023-11-05T06:45:00+00:00,2024-02-03T06:45:00+00:00,2024-02-03T06:45:00+00:00,2024-03-04T06:45:00+00:00,61,1277.4392414757426,321.3318562731405,-65.4070592815265,-43.896783972211864,7.209960635481839,2,"{""roc_period"": 8, ""rsi_period"": 14, ""signal_threshold"": 0.8709054962388135, ""tsi_long"": 40, ""tsi_short"": 19}",0.0,-5.223468692923394,-40.41545802384597,0.0,0.0,0,0.0,0.0,0.0,0.0,
1,CSMARevertStrategy,2023-11-05T06:45:00+00:00,2024-02-03T06:45:00+00:00,2024-02-03T06:45:00+00:00,2024-03-04T06:45:00+00:00,167,916.2359481898666,321.3318562731405,-65.4070592815265,-43.896783972211864,6.061850340043426,2,"{""atr_floor_pct"": 0.7288466472067744, ""atr_mult"": 1.8, ""atr_period"": 40, ""entry_drop"": 0.20602398177621173, ""exit_up"": 0.8293643743089862, ""n_sma"": 725, ""rsi_max"": 25.20211519273935, ""rsi_period"": 16, ""timeframe_minutes"": 5}",0.0,-5.223468692923394,-40.41545802384597,0.0,0.0,0,0.0,0.0,0.0,0.0,
1,DonchianChampionAggressiveStrategy,2023-11-05T06:45:00+00:00,2024-02-03T06:45:00+00:00,2024-02-03T06:45:00+00:00,2024-03-04T06:45:00+00:00,193,159.70617058472638,321.3318562731405,-65.4070592815265,-38.316426314245334,4.220428003140171,8,"{""ema_exit_days"": 4.221981591459603, ""entry_days"": 5.542360842522118, ""exit_days"": 1.2220478910602572, ""timeframe_minutes"": 5, ""trailing_drawdown_pct"": 0.19535653743510983}",-21.047185999445883,-5.223468692923394,-40.41545802384597,-21.047185999445883,-94.82641544090107,2,0.0,0.0,5.218615934915274,2.609307967457637,
1,Strategy_62_RSIAvgs,2023-11-05T06:45:00+00:00,2024-02-03T06:45:00+00:00,2024-02-03T06:45:00+00:00,2024-03-04T06:45:00+00:00,139,487.0280461935605,321.3318562731405,-65.4070592815265,-65.4070592815265,4.835835001212206,1,"{""ma_periods"": [5, 10, 20], ""overbought"": 110, ""oversold"": 22, ""rsi_period"": 14, ""signal_threshold"": 0.7165268001023788}",0.0,-5.223468692923394,-40.41545802384597,0.0,0.0,0,0.0,0.0,0.0,0.0,
1,GridTradingStrategyV2Aggressive,2023-11-05T06:45:00+00:00,2024-02-03T06:45:00+00:00,2024-02-03T06:45:00+00:00,2024-03-04T06:45:00+00:00,15,437.2071363505511,321.3318562731405,-65.4070592815265,-65.4070592815265,4.490192485296344,4,"{""allow_bear_breakout_sell"": 0, ""atr_mult"": 1.5721354950672826, ""breakout_slope_min"": 0.0040329991629361244, ""breakout_window"": 20, ""buy_spacing_mult_bear"": 1.6736552555778772, ""center_lookback"": 32, ""cooldown_bars"": 2, ""fee_pct"": 0.0025, ""min_edge_pct"": 0.025541592186338665, ""min_step_pct"": 0.031107882239887252, ""min_strength"": 0.6158345243819261, ""no_sell_above_ema_fast_in_bull"": 1, ""num_grids"": 20, ""recenter_dwell_bars"": 16, ""recenter_threshold_pct"": 0.08664114329524758, ""sell_spacing_mult_bull"": 1.1827749563731293, ""side_when_bear"": 1, ""slippage_pct"": 0.01, ""strong_slope_min"": 0.00475184951030733, ""timeframe_minutes"": 60, ""tol_buy_hi"": 0.0038814783171417615, ""tol_buy_lo"": 0.008821952699477744, ""tol_sell_hi"": 0.01435982283346764, ""tol_sell_lo"": 0.008562457521738398, ""trail_atr_mult"": 2.0, ""trend_ema_fast"": 50, ""trend_ema_slow"": 141}",28.829297614495665,-5.223468692923394,-40.41545802384597,-14.88237903307853,2291.7965285313962,5,100.0,inf,17.14476518433128,3.428953036866256,
