step_index,strategy,train_start,train_end,holdout_start,holdout_end,trial_id,train_total_return_pct,train_buy_hold_return_pct,train_buy_hold_max_drawdown_pct,train_max_drawdown_pct,train_sharpe_ratio,train_total_trades,parameters,holdout_total_return_pct,holdout_buy_hold_return_pct,holdout_buy_hold_max_drawdown_pct,holdout_max_drawdown_pct,holdout_cagr_pct,holdout_num_trades,holdout_win_rate_pct,holdout_profit_factor,holdout_total_cost_pct,holdout_avg_cost_per_trade_pct,trade_log_path
0,CompositeMomentumIndexStrategy,2023-10-06T06:45:00+00:00,2024-01-04T06:45:00+00:00,2024-01-04T06:45:00+00:00,2024-02-03T06:45:00+00:00,176,118.2987114429706,-54.52553678507759,-77.03882976156171,-45.81322521814959,3.002024940946455,5,"{""roc_period"": 19, ""rsi_period"": 14, ""signal_threshold"": 0.6941266279829474, ""tsi_long"": 25, ""tsi_short"": 8}",63.26819432677977,316.420359546884,-43.896783972211864,-15.463674996912758,43251.04204598907,2,100.0,inf,7.482824992855908,3.741412496427954,
0,CSMARevertStrategy,2023-10-06T06:45:00+00:00,2024-01-04T06:45:00+00:00,2024-01-04T06:45:00+00:00,2024-02-03T06:45:00+00:00,37,245.3329655789264,-54.52553678507759,-77.03882976156171,-29.480218000473535,6.072901444759201,3,"{""entry_drop"": 0.25, ""exit_up"": 0.253763259804617, ""n_sma"": 441, ""rsi_max"": 42.24773896961643, ""rsi_period"": 30, ""timeframe_minutes"": 5}",38.80739854204742,316.420359546884,-43.896783972211864,-15.21340490985068,5706.613922117345,1,100.0,inf,3.5593754628443772,3.5593754628443772,
0,Strategy_62_RSIAvgs,2023-10-06T06:45:00+00:00,2024-01-04T06:45:00+00:00,2024-01-04T06:45:00+00:00,2024-02-03T06:45:00+00:00,148,92.90788247026045,-54.52553678507759,-77.03882976156171,-10.506446872338282,6.936792947484409,2,"{""ma_periods"": [5, 10, 20], ""overbought"": 70, ""oversold"": 22, ""rsi_period"": 18, ""signal_threshold"": 0.7399102501782772}",0.0,316.420359546884,-43.896783972211864,0.0,0.0,0,0.0,0.0,0.0,0.0,
0,GridTradingStrategyV2Aggressive,2023-10-06T06:45:00+00:00,2024-01-04T06:45:00+00:00,2024-01-04T06:45:00+00:00,2024-02-03T06:45:00+00:00,189,118.34672441629148,-54.52553678507759,-77.03882976156171,-38.91055626294403,3.204390047161077,5,"{""allow_bear_breakout_sell"": 0, ""atr_mult"": 1.6597437295906525, ""breakout_slope_min"": 0.0033989253795588766, ""breakout_window"": 38, ""buy_spacing_mult_bear"": 1.2, ""center_lookback"": 35, ""cooldown_bars"": 6, ""fee_pct"": 0.0025, ""min_edge_pct"": 0.02927404140974279, ""min_step_pct"": 0.02, ""min_strength"": 0.49122734649507266, ""no_sell_above_ema_fast_in_bull"": 1, ""num_grids"": 14, ""recenter_dwell_bars"": 12, ""recenter_threshold_pct"": 0.12, ""sell_spacing_mult_bull"": 1.410902337477074, ""side_when_bear"": 0, ""slippage_pct"": 0.01, ""strong_slope_min"": 0.0011904516918000273, ""timeframe_minutes"": 60, ""tol_buy_hi"": 0.005, ""tol_buy_lo"": 0.01082254976772452, ""tol_sell_hi"": 0.011215877477167246, ""tol_sell_lo"": 0.004120750539766736, ""trail_atr_mult"": 1.1297501616518049, ""trend_ema_fast"": 70, ""trend_ema_slow"": 125}",64.14478515056882,316.420359546884,-43.896783972211864,-17.705643406987438,46223.694742641586,2,100.0,inf,8.770790535706999,4.385395267853499,
0,DonchianChampionAggressiveStrategy,2023-10-06T06:45:00+00:00,2024-01-04T06:45:00+00:00,2024-01-04T06:45:00+00:00,2024-02-03T06:45:00+00:00,135,47.401979389702944,-54.52553678507759,-77.03882976156171,-13.078048648173246,4.215076832431482,7,"{""ema_exit_days"": 3.0, ""entry_days"": 11.905083883311388, ""exit_days"": 2.8699215281482076, ""timeframe_minutes"": 5, ""trailing_drawdown_pct"": 0.048803431357835825}",-13.792988854006726,316.420359546884,-43.896783972211864,-31.651324401641823,-84.09145871971492,13,23.076923076923077,0.7125781757832479,35.35265862717755,2.7194352790136573,
1,CompositeMomentumIndexStrategy,2023-11-05T06:45:00+00:00,2024-02-03T06:45:00+00:00,2024-02-03T06:45:00+00:00,2024-03-04T06:45:00+00:00,71,1277.4392414757426,321.3318562731405,-65.4070592815265,-43.896783972211864,7.209960635481839,2,"{""roc_period"": 5, ""rsi_period"": 14, ""signal_threshold"": 0.3596337874580453, ""tsi_long"": 25, ""tsi_short"": 13}",0.0,-5.223468692923394,-40.41545802384597,0.0,0.0,0,0.0,0.0,0.0,0.0,
1,CSMARevertStrategy,2023-11-05T06:45:00+00:00,2024-02-03T06:45:00+00:00,2024-02-03T06:45:00+00:00,2024-03-04T06:45:00+00:00,2,625.7740363848523,321.3318562731405,-65.4070592815265,-43.896783972211864,5.780455503472239,1,"{""entry_drop"": 0.25, ""exit_up"": 0.9742074522469656, ""n_sma"": 774, ""rsi_max"": 21.28312554194229, ""rsi_period"": 47, ""timeframe_minutes"": 5}",0.0,-5.223468692923394,-40.41545802384597,0.0,0.0,0,0.0,0.0,0.0,0.0,
1,Strategy_62_RSIAvgs,2023-11-05T06:45:00+00:00,2024-02-03T06:45:00+00:00,2024-02-03T06:45:00+00:00,2024-03-04T06:45:00+00:00,293,487.0280461935605,321.3318562731405,-65.4070592815265,-65.4070592815265,4.835835001212206,1,"{""ma_periods"": [5, 10, 20], ""overbought"": 116, ""oversold"": 22, ""rsi_period"": 14, ""signal_threshold"": 0.6}",0.0,-5.223468692923394,-40.41545802384597,0.0,0.0,0,0.0,0.0,0.0,0.0,
1,GridTradingStrategyV2Aggressive,2023-11-05T06:45:00+00:00,2024-02-03T06:45:00+00:00,2024-02-03T06:45:00+00:00,2024-03-04T06:45:00+00:00,29,440.21028934198335,321.3318562731405,-65.4070592815265,-65.4070592815265,4.491057614849202,3,"{""allow_bear_breakout_sell"": 0, ""atr_mult"": 0.9743319913707317, ""breakout_slope_min"": 0.004559083255507668, ""breakout_window"": 52, ""buy_spacing_mult_bear"": 1.6118438785380598, ""center_lookback"": 20, ""cooldown_bars"": 4, ""fee_pct"": 0.0025, ""min_edge_pct"": 0.024943653237199177, ""min_step_pct"": 0.037414872446398656, ""min_strength"": 0.6576136585623045, ""no_sell_above_ema_fast_in_bull"": 0, ""num_grids"": 18, ""recenter_dwell_bars"": 11, ""recenter_threshold_pct"": 0.12, ""sell_spacing_mult_bull"": 1.4216216465028202, ""side_when_bear"": 1, ""slippage_pct"": 0.01, ""strong_slope_min"": 0.005375289009532807, ""timeframe_minutes"": 60, ""tol_buy_hi"": 0.005, ""tol_buy_lo"": 0.01, ""tol_sell_hi"": 0.0050001533791209545, ""tol_sell_lo"": 0.004081272801304315, ""trail_atr_mult"": 2.0, ""trend_ema_fast"": 30, ""trend_ema_slow"": 200}",29.38693768436731,-5.223468692923394,-40.41545802384597,-13.947133480517538,2424.8294680397266,4,100.0,inf,13.759068049086423,3.4397670122716058,
1,DonchianChampionAggressiveStrategy,2023-11-05T06:45:00+00:00,2024-02-03T06:45:00+00:00,2024-02-03T06:45:00+00:00,2024-03-04T06:45:00+00:00,285,181.5608245650227,321.3318562731405,-65.4070592815265,-38.6929972090453,4.563965129561536,7,"{""ema_exit_days"": 3.0, ""entry_days"": 7.489530810898082, ""exit_days"": 2.0, ""timeframe_minutes"": 5, ""trailing_drawdown_pct"": 0.2}",-10.786455851927911,-5.223468692923394,-40.41545802384597,-18.235913014814887,-76.07844903396685,1,0.0,0.0,2.8260799878926957,2.8260799878926957,
