trial_id,strategy,parameters,best_objective,best_objective_score,total_return_pct,buy_hold_return_pct,buy_hold_max_drawdown_pct,max_drawdown_pct,cagr_pct,sharpe_ratio,sortino_ratio,win_rate_pct,total_trades,profit_factor,recovery_factor,total_cost_pct,avg_cost_per_trade_pct,final_balance
316,CompositeMomentumIndexStrategy,"{""roc_period"": 20, ""rsi_period"": 18, ""signal_threshold"": 0.24285404212997885, ""tsi_long"": 36, ""tsi_short"": 14}",mar,2059448890.2574487,205.94488902574489,-30.387024119375617,-66.00856522917186,-30.541523799495497,9247.456125876368,4.5110563019893455,3.129192002689527,100.0,3,inf,6.743111128893537,18.604465911652802,6.201488637217601,3059.448890257449
101,CompositeMomentumIndexStrategy,"{""roc_period"": 18, ""rsi_period"": 19, ""signal_threshold"": 0.5508043860024574, ""tsi_long"": 25, ""tsi_short"": 9}",mar,2040453647.1672897,204.04536471672898,-30.387024119375617,-66.00856522917186,-30.541523799495497,9014.178993923702,4.4925226802407074,3.127367587440307,100.0,3,inf,6.680916317610175,18.576379516727805,6.192126505575935,3040.45364716729
271,CompositeMomentumIndexStrategy,"{""roc_period"": 18, ""rsi_period"": 18, ""signal_threshold"": 0.7, ""tsi_long"": 22, ""tsi_short"": 15}",mar,2040453647.1672897,204.04536471672898,-30.387024119375617,-66.00856522917186,-30.541523799495497,9014.178993923702,4.4925226802407074,3.127367587440307,100.0,3,inf,6.680916317610175,18.576379516727805,6.192126505575935,3040.45364716729
78,CSMARevertStrategy,"{""entry_drop"": 0.25, ""exit_up"": 0.048, ""n_sma"": 576, ""rsi_max"": 43.47843716892734, ""rsi_period"": 14, ""timeframe_minutes"": 5}",mar,1689333573.5452206,168.93335735452206,-30.387024119375617,-66.00856522917186,-9.916646464948652,5439.324251558472,7.529395071842953,0.7895128425554352,100.0,2,inf,17.035331243443373,10.961852097839294,5.480926048919647,2689.3335735452206
98,CSMARevertStrategy,"{""entry_drop"": 0.25, ""exit_up"": 0.048, ""n_sma"": 595, ""rsi_max"": 42.71215007706982, ""rsi_period"": 14, ""timeframe_minutes"": 5}",mar,1684129536.1741166,168.41295361741166,-30.387024119375617,-66.00856522917186,-9.916646464948652,5395.9562741264845,7.504259032393889,0.7869170194664986,100.0,2,inf,16.982853448762498,10.954157400376593,5.477078700188296,2684.1295361741168
163,CSMARevertStrategy,"{""entry_drop"": 0.25, ""exit_up"": 0.044090512048753916, ""n_sma"": 513, ""rsi_max"": 32.0, ""rsi_period"": 11, ""timeframe_minutes"": 5}",mar,1634846944.272965,163.48469442729652,-30.387024119375617,-66.00856522917186,-9.916646464948652,4997.825198757184,7.468381536747998,0.6722296473519388,100.0,2,inf,16.48588512307553,10.88128808607019,5.440644043035095,2634.846944272965
143,CSMARevertStrategy,"{""entry_drop"": 0.30907469325433623, ""exit_up"": 0.010963822180240057, ""n_sma"": 576, ""rsi_max"": 43.37300477645096, ""rsi_period"": 34, ""timeframe_minutes"": 5}",mar,1511946556.4759822,151.1946556475982,-30.387024119375617,-66.00856522917186,-9.916646464948652,4099.559460006034,7.2236635250990675,0.5880369310151653,100.0,2,inf,15.246550956718117,10.457162227937314,5.228581113968657,2511.946556475982
323,CSMARevertStrategy,"{""entry_drop"": 0.25, ""exit_up"": 0.0670082554514253, ""n_sma"": 322, ""rsi_max"": 16.360707536366945, ""rsi_period"": 22, ""timeframe_minutes"": 5}",mar,1511946556.4759822,151.1946556475982,-30.387024119375617,-66.00856522917186,-9.916646464948652,4099.559460006034,7.2236635250990675,0.5880369310151653,100.0,2,inf,15.246550956718117,10.457162227937314,5.228581113968657,2511.946556475982
3,CSMARevertStrategy,"{""entry_drop"": 0.22382338017818693, ""exit_up"": 0.048, ""n_sma"": 356, ""rsi_max"": 25.613440099967956, ""rsi_period"": 14, ""timeframe_minutes"": 5}",mar,1475944969.9023788,147.5944969902379,-30.387024119375617,-66.00856522917186,-9.916646464948652,3860.6191429293426,7.109226575796662,0.5849120753463743,100.0,2,inf,14.883509008002347,10.403930228029052,5.201965114014526,2475.944969902379
171,CompositeMomentumIndexStrategy,"{""roc_period"": 5, ""rsi_period"": 18, ""signal_threshold"": 0.0047743168961891175, ""tsi_long"": 17, ""tsi_short"": 7}",mar,1439026776.2292867,143.90267762292868,-30.387024119375617,-66.00856522917186,-41.87184563583563,3626.384065078706,3.407059227985602,1.903117517996995,100.0,2,inf,3.4367407368298784,10.41705418651857,5.208527093259285,2439.026776229287
243,CSMARevertStrategy,"{""entry_drop"": 0.25, ""exit_up"": 0.02623267069087043, ""n_sma"": 428, ""rsi_max"": 32.0, ""rsi_period"": 14, ""timeframe_minutes"": 5}",mar,1428906672.2671998,142.89066722671998,-30.387024119375617,-66.00856522917186,-9.916646464948652,3564.039051493473,6.9660733561692245,0.5649475081417353,100.0,2,inf,14.409172267235792,10.334379330590645,5.167189665295322,2428.9066722671996
186,CompositeMomentumIndexStrategy,"{""roc_period"": 7, ""rsi_period"": 14, ""signal_threshold"": 0.7, ""tsi_long"": 17, ""tsi_short"": 20}",mar,1422764579.5050468,142.2764579505047,-30.387024119375617,-66.00856522917186,-41.871845635835626,3526.585937479466,3.197794345686773,2.252902157016776,66.66666666666666,3,49.616963963610225,3.3979027145805754,17.68351375955136,5.89450458651712,2422.764579505047
