stage,trial_id,strategy,parameters,best_objective,best_objective_score,total_return_pct,buy_hold_return_pct,buy_hold_max_drawdown_pct,max_drawdown_pct,cagr_pct,sharpe_ratio,sortino_ratio,win_rate_pct,total_trades,profit_factor,recovery_factor,total_cost_pct,avg_cost_per_trade_pct,final_balance
all,141,CompositeMomentumIndexStrategy,"{""roc_period"": 14, ""rsi_period"": 27, ""signal_threshold"": 0.7, ""tsi_long"": 21, ""tsi_short"": 19}",mar,69566770082.19629,6956.67700821963,200.10062012394803,-99.7381334979267,-87.52449446209522,785.939173312579,2.123735521773921,1.7752832087423285,62.5,16,9.14697953684912,79.48262998802468,3413.081384638521,213.31758653990755,70566.7700821963
all,10,Strategy_62_RSIAvgs,"{""ma_periods"": [5, 10, 20], ""overbought"": 70, ""oversold"": 28, ""rsi_period"": 27, ""signal_threshold"": 0.696752385448432}",mar,65594205185.55715,6559.420518555716,200.10062012394803,-99.7381334979267,-62.647866799009,760.0179352989333,2.4459190674721154,1.2499888046437964,66.66666666666666,36,4.236037724148203,104.70301470280032,4817.792746982233,133.82757630506205,66594.20518555716
all,166,CompositeMomentumIndexStrategy,"{""roc_period"": 10, ""rsi_period"": 29, ""signal_threshold"": 0.7, ""tsi_long"": 21, ""tsi_short"": 9}",mar,62151946589.64657,6215.194658964657,200.10062012394803,-99.7381334979267,-90.94155463002694,736.940500584031,2.0869888460221016,1.668939823445758,57.14285714285714,14,8.606051341744568,68.34273599400876,2606.79870203379,186.19990728812783,63151.94658964657
all,11,CompositeMomentumIndexStrategy,"{""roc_period"": 10, ""rsi_period"": 27, ""signal_threshold"": 0.2755449198067388, ""tsi_long"": 21, ""tsi_short"": 12}",mar,57854081606.05163,5785.408160605163,200.10062012394803,-99.7381334979267,-91.07472833835337,707.2479331102585,2.0706132097484464,1.5833655198300378,66.66666666666666,15,8.512073859064545,63.5237487518128,2246.560546497424,149.77070309982827,58854.08160605163
all,96,CompositeMomentumIndexStrategy,"{""roc_period"": 14, ""rsi_period"": 28, ""signal_threshold"": 0.7, ""tsi_long"": 17, ""tsi_short"": 9}",mar,52684206543.76853,5268.420654376853,200.10062012394803,-99.7381334979267,-90.90899942035836,670.0924616598544,2.0495158810093694,1.5995061553199257,71.42857142857143,21,7.431568189094533,57.95268552034059,2617.8599765570825,124.6599988836706,53684.20654376853
1y,71,CompositeMomentumIndexStrategy,"{""roc_period"": 6, ""rsi_period"": 30, ""signal_threshold"": 0.48271622450086604, ""tsi_long"": 25, ""tsi_short"": 13}",mar,52452853397.684845,5245.285339768485,-24.21430939037421,-99.7381334979267,-90.90899942035836,5381.783337264913,2.8602420854304427,2.836282546082169,50.0,4,39.94978399752122,57.69819680353718,585.2206567444899,146.30516418612248,53452.85339768485
1y,11,CompositeMomentumIndexStrategy,"{""roc_period"": 6, ""rsi_period"": 29, ""signal_threshold"": 0.15657481928484276, ""tsi_long"": 19, ""tsi_short"": 18}",mar,52273288216.76088,5227.328821676088,-24.21430939037421,-99.7381334979267,-90.90899942035836,5363.251771377238,2.858969086893227,2.835012325502959,50.0,4,39.912813573377264,57.500674905739515,583.2603414698949,145.81508536747373,53273.28821676088
all,76,CompositeMomentumIndexStrategy,"{""roc_period"": 10, ""rsi_period"": 29, ""signal_threshold"": 0.8488061033283184, ""tsi_long"": 25, ""tsi_short"": 13}",mar,51085242875.74563,5108.524287574564,200.10062012394803,-99.7381334979267,-91.66177806578142,658.2507141646363,2.026216103247475,1.7551339037876152,53.84615384615385,13,11.10265385188168,55.73232808017768,3147.0097848477726,242.07767575752095,52085.24287574565
all,140,Strategy_62_RSIAvgs,"{""ma_periods"": [5, 10, 20], ""overbought"": 70, ""oversold"": 30, ""rsi_period"": 27, ""signal_threshold"": 0.42249596237432874}",mar,50170706858.25633,5017.0706858256335,200.10062012394803,-99.7381334979267,-91.9139489912397,651.3980070379353,2.098852177582343,1.3841254023104597,65.45454545454545,55,2.8885652618493514,54.58443186141213,11221.910691165876,204.03473983937957,51170.70685825634
all,26,CompositeMomentumIndexStrategy,"{""roc_period"": 10, ""rsi_period"": 29, ""signal_threshold"": 0.11238458265042928, ""tsi_long"": 25, ""tsi_short"": 11}",mar,50063347941.0221,5006.334794102211,200.10062012394803,-99.7381334979267,-91.88413475693297,650.5896537953163,2.0208221105149176,1.7506627476051877,53.84615384615385,13,11.098533635113936,54.485301595817305,3060.3931706122503,235.41485927786545,51063.34794102212
all,33,CSMARevertStrategy,"{""atr_mult"": 1.8, ""atr_period"": 25, ""entry_drop"": 0.25, ""exit_up"": 0.6500916908624373, ""n_sma"": 361, ""rsi_max"": 34.077276832920546, ""rsi_period"": 48, ""timeframe_minutes"": 5}",mar,48827639136.49289,4882.763913649289,200.10062012394803,-99.7381334979267,-92.18318994521732,641.225105181905,2.285446709074649,0.3405918664484978,95.23809523809524,21,22.636458583477644,52.96805107906357,2124.60875579494,101.17184551404476,49827.63913649289
all,16,CompositeMomentumIndexStrategy,"{""roc_period"": 18, ""rsi_period"": 28, ""signal_threshold"": 0.9124082770094393, ""tsi_long"": 25, ""tsi_short"": 15}",mar,46498347424.75672,4649.834742475672,200.10062012394803,-99.7381334979267,-88.20136688149339,623.2598537127578,2.008473336874818,1.7145485128765188,63.1578947368421,19,6.871857497029676,52.71839776273707,4030.47623999083,212.13032842057,47498.34742475672
all,161,CompositeMomentumIndexStrategy,"{""roc_period"": 16, ""rsi_period"": 23, ""signal_threshold"": 0.36856344397024937, ""tsi_long"": 39, ""tsi_short"": 15}",mar,46297654425.47518,4629.765442547518,200.10062012394803,-99.7381334979267,-87.52449446209522,621.692062442727,2.015566665617834,1.6515766320245029,65.0,20,7.473688536315405,52.896797302297585,3182.3152616796096,159.11576308398048,47297.65442547518
all,31,CompositeMomentumIndexStrategy,"{""roc_period"": 18, ""rsi_period"": 27, ""signal_threshold"": 0.7943327333114685, ""tsi_long"": 33, ""tsi_short"": 17}",mar,42369892855.21585,4236.989285521585,200.10062012394803,-99.7381334979267,-88.01577786221661,590.3283934701228,1.9792203798129768,1.76282443594691,61.111111111111114,18,6.610361055545587,48.13897449334977,3264.744999306862,181.37472218371457,43369.892855215854
1y,16,CompositeMomentumIndexStrategy,"{""roc_period"": 8, ""rsi_period"": 22, ""signal_threshold"": 0.4237868755623891, ""tsi_long"": 23, ""tsi_short"": 20}",mar,39991877951.80376,3999.187795180376,-24.21430939037421,-99.7381334979267,-90.90899942035836,4096.79975271695,2.8581567001530783,1.815554238802807,69.23076923076923,13,8.473978225678136,43.99111001858402,1772.3722336100593,136.33632566231225,40991.877951803755
all,196,CompositeMomentumIndexStrategy,"{""roc_period"": 7, ""rsi_period"": 14, ""signal_threshold"": 0.7, ""tsi_long"": 25, ""tsi_short"": 16}",mar,38468831847.61871,3846.883184761872,200.10062012394803,-99.7381334979267,-92.78873645810638,557.77460827088,1.9499870833856017,1.7514182082220684,58.06451612903226,31,4.839010009554316,41.45851459566667,2791.3068061625586,90.04215503750189,39468.83184761872
all,191,CompositeMomentumIndexStrategy,"{""roc_period"": 15, ""rsi_period"": 23, ""signal_threshold"": 0.8462995372045855, ""tsi_long"": 25, ""tsi_short"": 13}",mar,36273997209.35682,3627.399720935682,200.10062012394803,-99.7381334979267,-90.90899942035836,538.7668926896739,1.9495286182831952,1.4682191150901438,66.66666666666666,21,5.819932732480683,39.90143708614347,1145.334840304404,54.539754300209715,37273.99720935682
1y,48,CSMARevertStrategy,"{""atr_mult"": 1.4566799900913372, ""atr_period"": 11, ""entry_drop"": 0.4749959354622849, ""exit_up"": 0.439388715697114, ""n_sma"": 576, ""rsi_max"": 31.42574954395875, ""rsi_period"": 23, ""timeframe_minutes"": 5}",mar,34416925723.617226,3441.6925723617223,-24.21430939037421,-99.7381334979267,-92.18318994521732,3522.671431942332,3.1172989463331096,0.4813275831187758,87.5,8,111.2328398778607,37.33535988944464,713.3351938911096,89.1668992363887,35416.92572361723
1y,153,CSMARevertStrategy,"{""atr_mult"": 1.1145225058189792, ""atr_period"": 6, ""entry_drop"": 0.47470195565536233, ""exit_up"": 0.5263805104458865, ""n_sma"": 576, ""rsi_max"": 40.444197615337636, ""rsi_period"": 14, ""timeframe_minutes"": 5}",mar,33181392835.774406,3318.139283577441,-24.21430939037421,-99.7381334979267,-92.18318994521732,3395.5064698236797,3.098466775799789,0.4783973324834242,87.5,8,109.7806618248088,35.99505816135618,689.0415131392834,86.13018914241043,34181.39283577441
all,188,CSMARevertStrategy,"{""atr_mult"": 3.263388304217151, ""atr_period"": 16, ""entry_drop"": 0.25, ""exit_up"": 0.03323044959416355, ""n_sma"": 565, ""rsi_max"": 41.786245647536944, ""rsi_period"": 35, ""timeframe_minutes"": 5}",mar,32136091494.231728,3213.6091494231728,200.10062012394803,-99.7381334979267,-92.18318994521732,501.3832792746999,2.123902884548963,0.4169171016009181,85.71428571428571,21,16.528931235961057,34.86111894514563,906.8982710153938,43.18563195311399,33136.091494231725
all,193,CSMARevertStrategy,"{""atr_mult"": 0.5174558770093702, ""atr_period"": 48, ""entry_drop"": 0.25, ""exit_up"": 0.4787337164868145, ""n_sma"": 576, ""rsi_max"": 38.430635930292254, ""rsi_period"": 14, ""timeframe_minutes"": 5}",mar,30462300495.791496,3046.23004957915,200.10062012394803,-99.7381334979267,-92.18318994521732,485.6182548895698,2.105511497494885,0.4273565047102167,86.36363636363636,22,15.68546295283182,33.04539636119629,914.0490899535204,41.547685906978195,31462.3004957915
all,118,CSMARevertStrategy,"{""atr_mult"": 1.272755625707074, ""atr_period"": 48, ""entry_drop"": 0.25, ""exit_up"": 0.8847818869037202, ""n_sma"": 473, ""rsi_max"": 34.10298824537594, ""rsi_period"": 40, ""timeframe_minutes"": 5}",mar,28622018454.185112,2862.2018454185113,200.10062012394803,-99.7381334979267,-92.18318994521732,467.8054381230576,2.0964836354382412,0.3809916769092706,90.0,20,15.152304130790789,31.04906487961051,743.3302212261066,37.16651106130533,29622.018454185112
all,43,CSMARevertStrategy,"{""atr_mult"": 3.081616899606012, ""atr_period"": 41, ""entry_drop"": 0.2469098361612002, ""exit_up"": 0.048, ""n_sma"": 466, ""rsi_max"": 24.113739409230764, ""rsi_period"": 11, ""timeframe_minutes"": 5}",mar,27016398401.62641,2701.6398401626416,200.10062012394803,-99.7381334979267,-92.18318994521732,451.8180411740834,2.0767623562751965,0.3767615544727622,90.0,20,14.977910521630273,29.30729389781558,646.2235786329342,32.31117893164671,28016.398401626415
1y,160,Strategy_62_RSIAvgs,"{""ma_periods"": [5, 10, 20], ""overbought"": 63, ""oversold"": 30, ""rsi_period"": 29, ""signal_threshold"": 0.6}",mar,25402353908.442738,2540.2353908442738,-24.21430939037421,-99.7381334979267,-58.2387436161192,2595.5802980904523,3.264105494384966,1.2467817576652538,70.96774193548387,31,5.596933000897577,43.61762004325232,1266.1720552964348,40.84425984827209,26402.35390844274
1y,88,CSMARevertStrategy,"{""atr_mult"": 1.8, ""atr_period"": 14, ""entry_drop"": 0.25, ""exit_up"": 0.048, ""n_sma"": 421, ""rsi_max"": 43.924689768997254, ""rsi_period"": 16, ""timeframe_minutes"": 5}",mar,22174820740.271706,2217.4820740271707,-24.21430939037421,-99.7381334979267,-92.19637766153356,2264.1070668423567,2.832320050131933,0.5668803690650034,86.66666666666667,15,16.819494729343926,24.051726654249613,448.3368783176488,29.889125221176585,23174.82074027171
1y,186,CompositeMomentumIndexStrategy,"{""roc_period"": 7, ""rsi_period"": 13, ""signal_threshold"": 0.2582353691872431, ""tsi_long"": 36, ""tsi_short"": 13}",mar,22141352773.56577,2214.1352773565773,-24.21430939037421,-99.7381334979267,-90.90899942035836,2260.6713153528926,2.5598235609672435,1.7309411229792775,57.692307692307686,26,5.158274622688507,24.35551256172707,945.7053548560654,36.37328287907944,23141.352773565777
1y,158,CSMARevertStrategy,"{""atr_mult"": 2.480366095394083, ""atr_period"": 21, ""entry_drop"": 0.25, ""exit_up"": 0.8633963763127849, ""n_sma"": 414, ""rsi_max"": 32.0, ""rsi_period"": 5, ""timeframe_minutes"": 5}",mar,22036147262.29477,2203.614726229477,-24.21430939037421,-99.7381334979267,-92.1962732048986,2249.8713428118926,2.8278534828223703,0.5714040455120175,86.66666666666667,15,16.714582982380506,23.901342750938813,482.01203473158927,32.13413564877262,23036.147262294773
all,53,CSMARevertStrategy,"{""atr_mult"": 1.8, ""atr_period"": 13, ""entry_drop"": 0.25, ""exit_up"": 0.038123388046044315, ""n_sma"": 596, ""rsi_max"": 32.393889416166004, ""rsi_period"": 14, ""timeframe_minutes"": 5}",mar,21772143758.976345,2177.2143758976345,200.10062012394803,-99.7381334979267,-92.18318994521732,396.2114456416307,1.992213349359251,0.4083598526677264,90.47619047619048,21,9.527557731000217,23.618344919410045,678.466095260497,32.30790929811891,22772.143758976345
all,131,CompositeMomentumIndexStrategy,"{""roc_period"": 10, ""rsi_period"": 17, ""signal_threshold"": 0.7, ""tsi_long"": 25, ""tsi_short"": 15}",mar,21613062225.37446,2161.306222537446,200.10062012394803,-99.7381334979267,-94.12983027592698,394.43187083419105,1.8027038809820437,1.5607977564054971,60.71428571428571,28,3.9847977199352207,22.960906401317335,841.7030125937533,30.06082187834833,22613.06222537446
all,30,Strategy_62_RSIAvgs,"{""ma_periods"": [5, 10, 20], ""overbought"": 62, ""oversold"": 21, ""rsi_period"": 14, ""signal_threshold"": 0.06406037711099055}",mar,20596311719.425835,2059.6311719425835,200.10062012394803,-99.7381334979267,-58.93072800807797,382.9107296836624,2.5502328157594416,0.4908739015177937,55.00000000000001,40,6.808327428455974,34.95003780812377,243.357374922488,6.0839343730622,21596.31171942583
1y,31,CompositeMomentumIndexStrategy,"{""roc_period"": 10, ""rsi_period"": 19, ""signal_threshold"": 0.18532614098926173, ""tsi_long"": 25, ""tsi_short"": 5}",mar,19098393078.17331,1909.839307817331,-24.21430939037421,-99.7381334979267,-92.99923726364815,1948.4250993793023,2.489062845904427,1.8613352810448585,58.333333333333336,24,4.693690947790525,20.53607496159385,674.0886275171847,28.087026146549363,20098.39307817331
all,23,CSMARevertStrategy,"{""atr_mult"": 0.8787418865869203, ""atr_period"": 16, ""entry_drop"": 0.25, ""exit_up"": 0.9299371029785969, ""n_sma"": 550, ""rsi_max"": 32.0, ""rsi_period"": 33, ""timeframe_minutes"": 5}",mar,18713442253.41901,1871.3442253419012,200.10062012394803,-99.7381334979267,-92.18318994521732,360.8537857836113,1.952675738257747,0.3735445314447148,84.21052631578947,19,10.767926225492012,20.300276291740445,435.4160001759129,22.916631588205945,19713.442253419013
1y,182,GridTradingStrategyV2Aggressive,"{""allow_bear_breakout_sell"": 1, ""atr_mult"": 1.092011514230868, ""breakout_slope_min"": 0.00025239653064124996, ""breakout_window"": 37, ""buy_spacing_mult_bear"": 1.2, ""center_lookback"": 16, ""cooldown_bars"": 3, ""fee_pct"": 0.0025, ""min_edge_pct"": 0.0234590387481817, ""min_step_pct"": 0.02, ""min_strength"": 0.55, ""no_sell_above_ema_fast_in_bull"": 0, ""num_grids"": 8, ""recenter_dwell_bars"": 15, ""recenter_threshold_pct"": 0.09505427756113938, ""sell_spacing_mult_bull"": 1.2174137162472, ""side_when_bear"": 0, ""slippage_pct"": 0.01, ""strong_slope_min"": 0.001, ""timeframe_minutes"": 60, ""tol_buy_hi"": 0.005, ""tol_buy_lo"": 0.01, ""tol_sell_hi"": 0.01694382969013581, ""tol_sell_lo"": 0.005, ""trail_atr_mult"": 3.4604934604910604, ""trend_ema_fast"": 28, ""trend_ema_slow"": 339}",mar,18267316934.40417,1826.731693440417,-24.21430939037421,-99.7381334979267,-97.35756177964451,1863.196468881892,2.7881956141584165,1.8395846566717728,78.57142857142857,14,169.4727702490807,18.763120810019604,1218.6964317436064,87.0497451245433,19267.31693440417
1y,81,CompositeMomentumIndexStrategy,"{""roc_period"": 10, ""rsi_period"": 22, ""signal_threshold"": 0.9484503662788973, ""tsi_long"": 16, ""tsi_short"": 11}",mar,17814410525.918247,1781.4410525918247,-24.21430939037421,-99.7381334979267,-90.90899942035836,1816.759696116182,2.4595176656097397,1.7398569181642645,68.42105263157895,19,5.381535485037527,19.595871299325783,349.3693778679947,18.38786199305235,18814.410525918247
all,158,CSMARevertStrategy,"{""atr_mult"": 0.8252847081328403, ""atr_period"": 23, ""entry_drop"": 0.22036629086844994, ""exit_up"": 0.048, ""n_sma"": 543, ""rsi_max"": 38.07535683909654, ""rsi_period"": 41, ""timeframe_minutes"": 5}",mar,17315937597.838463,1731.5937597838465,200.10062012394803,-99.7381334979267,-92.18318994521732,343.810325776709,1.9152755345095465,0.4659018187538782,77.41935483870968,31,5.899856241338704,18.784268160094037,504.2774313785003,16.267013915435495,18315.937597838463
1y,1,CompositeMomentumIndexStrategy,"{""roc_period"": 14, ""rsi_period"": 25, ""signal_threshold"": 0.7, ""tsi_long"": 23, ""tsi_short"": 8}",mar,17266554455.592476,1726.6554455592477,-24.21430939037421,-99.7381334979267,-90.90899942035836,1760.597160092578,2.5237909237275384,1.2162486585743286,75.0,16,7.264852810685338,18.99322901548267,305.20094441099957,19.075059025687473,18266.554455592475
all,156,CompositeMomentumIndexStrategy,"{""roc_period"": 9, ""rsi_period"": 14, ""signal_threshold"": 0.7, ""tsi_long"": 25, ""tsi_short"": 13}",mar,17076996647.768888,1707.699664776889,200.10062012394803,-99.7381334979267,-95.40129943882292,340.83360032809094,1.7461542682411657,1.5790100860495424,60.526315789473685,38,3.4215430570900014,17.900171955959248,850.7486250221115,22.3881217111082,18076.99664776889
all,179,DonchianChampionAggressiveStrategy,"{""ema_exit_days"": 3.365183611047506, ""entry_days"": 11.0, ""exit_days"": 1.5737939169055664, ""timeframe_minutes"": 5, ""trailing_drawdown_pct"": 0.2}",mar,16744945108.265455,1674.4945108265458,200.10062012394803,-99.7381334979267,-63.21002015034429,336.66486734072845,2.1004312384214456,0.9927672362037444,45.714285714285715,35,3.0820787827418012,26.49096625572623,3413.7288331292325,97.53510951797809,17744.94510826546
all,178,CSMARevertStrategy,"{""atr_mult"": 1.8, ""atr_period"": 29, ""entry_drop"": 0.18476858589838674, ""exit_up"": 0.7349871081906211, ""n_sma"": 576, ""rsi_max"": 47.7873492485696, ""rsi_period"": 39, ""timeframe_minutes"": 5}",mar,16730752225.957031,1673.0752225957033,200.10062012394803,-99.7381334979267,-92.18318994521732,336.4858393024283,1.892210483758913,0.6336738801736936,66.66666666666666,54,3.676429312400289,18.1494611283248,1702.6470660969312,31.530501224017243,17730.752225957032
all,67,GridTradingStrategyV2Aggressive,"{""allow_bear_breakout_sell"": 0, ""atr_mult"": 1.65315741755977, ""breakout_slope_min"": 0.001433566489241695, ""breakout_window"": 43, ""buy_spacing_mult_bear"": 1.4943943171330938, ""center_lookback"": 13, ""cooldown_bars"": 4, ""fee_pct"": 0.0025, ""min_edge_pct"": 0.02784957582212522, ""min_step_pct"": 0.03777195410566096, ""min_strength"": 0.7738263055762442, ""no_sell_above_ema_fast_in_bull"": 1, ""num_grids"": 15, ""recenter_dwell_bars"": 12, ""recenter_threshold_pct"": 0.22760406477653145, ""sell_spacing_mult_bull"": 1.5794374637460749, ""side_when_bear"": 0, ""slippage_pct"": 0.01, ""strong_slope_min"": 0.009335656894328337, ""timeframe_minutes"": 60, ""tol_buy_hi"": 0.017932020206537426, ""tol_buy_lo"": 0.008156494409305647, ""tol_sell_hi"": 0.01, ""tol_sell_lo"": 0.00761701131685645, ""trail_atr_mult"": 1.9903909180898895, ""trend_ema_fast"": 57, ""trend_ema_slow"": 200}",mar,15820396367.732176,1582.0396367732176,200.10062012394803,-99.7381334979267,-97.19662594215832,324.8529130240442,1.967963289254378,1.466638230217522,100.0,21,inf,16.276692955521817,1102.3360944970686,52.49219497605089,16820.396367732177
all,103,CSMARevertStrategy,"{""atr_mult"": 1.7691916773525795, ""atr_period"": 48, ""entry_drop"": 0.25, ""exit_up"": 0.6591519350300619, ""n_sma"": 290, ""rsi_max"": 33.653774966863196, ""rsi_period"": 14, ""timeframe_minutes"": 5}",mar,15435183482.730684,1543.5183482730686,200.10062012394803,-99.7381334979267,-92.18318994521732,319.83826187746604,1.907965753428093,0.2485489505839583,88.88888888888889,18,9.443061384721352,16.74403271562149,337.12551187358133,18.72919510408785,16435.183482730685
1y,175,Strategy_62_RSIAvgs,"{""ma_periods"": [5, 10, 20], ""overbought"": 70, ""oversold"": 19, ""rsi_period"": 14, ""signal_threshold"": 0.9134749170690486}",mar,15344809488.27282,1534.4809488272822,-24.21430939037421,-99.7381334979267,-71.89526414583669,1563.679356874297,3.1333889290532584,0.6699120959946143,63.63636363636363,11,9.735276331031084,21.34328271907658,144.7586396787111,13.15987633442828,16344.809488272824
1y,111,CompositeMomentumIndexStrategy,"{""roc_period"": 10, ""rsi_period"": 27, ""signal_threshold"": 0.9415646346592792, ""tsi_long"": 34, ""tsi_short"": 8}",mar,15316145420.680462,1531.6145420680464,-24.21430939037421,-99.7381334979267,-90.90899942035836,1560.743270583298,2.4136357735278153,1.468155168708483,63.63636363636363,11,7.731181071312291,16.84777691794783,320.2112464877712,29.110113317070105,16316.145420680465
all,144,DonchianChampionAggressiveStrategy,"{""ema_exit_days"": 3.0, ""entry_days"": 10.399812047811608, ""exit_days"": 2.733302058135235, ""timeframe_minutes"": 5, ""trailing_drawdown_pct"": 0.1913103818869174}",mar,15195901897.30922,1519.5901897309222,200.10062012394803,-99.7381334979267,-66.72773442984939,316.69443527893344,2.0215064811699537,1.005493647512524,42.857142857142854,35,3.085001231011338,22.772992410351673,3002.3333434195556,85.78095266913016,16195.901897309224
1y,8,CSMARevertStrategy,"{""atr_mult"": 3.8066839133862724, ""atr_period"": 11, ""entry_drop"": 0.425112376568044, ""exit_up"": 0.048, ""n_sma"": 523, ""rsi_max"": 44.18512638112773, ""rsi_period"": 44, ""timeframe_minutes"": 5}",mar,14602594492.406631,1460.2594492406631,-24.21430939037421,-99.7381334979267,-92.18318994521732,1487.6642907488274,2.682052874520482,0.4075196365821764,100.0,8,inf,15.840843109339865,166.2959432148969,20.786992901862114,15602.594492406632
all,72,GridTradingStrategyV2Aggressive,"{""allow_bear_breakout_sell"": 0, ""atr_mult"": 1.1933238629642786, ""breakout_slope_min"": 0.0036898454801848786, ""breakout_window"": 20, ""buy_spacing_mult_bear"": 1.7389209909177368, ""center_lookback"": 20, ""cooldown_bars"": 1, ""fee_pct"": 0.0025, ""min_edge_pct"": 0.02, ""min_step_pct"": 0.038255073458409505, ""min_strength"": 0.5104558551413707, ""no_sell_above_ema_fast_in_bull"": 1, ""num_grids"": 10, ""recenter_dwell_bars"": 7, ""recenter_threshold_pct"": 0.12, ""sell_spacing_mult_bull"": 1.3, ""side_when_bear"": 1, ""slippage_pct"": 0.01, ""strong_slope_min"": 0.006587006247587356, ""timeframe_minutes"": 60, ""tol_buy_hi"": 0.005, ""tol_buy_lo"": 0.01, ""tol_sell_hi"": 0.01, ""tol_sell_lo"": 0.0027292617768701023, ""trail_atr_mult"": 3.3119365320599545, ""trend_ema_fast"": 70, ""trend_ema_slow"": 165}",mar,14337441332.018229,1433.744133201823,200.10062012394803,-99.7381334979267,-97.31836005207616,305.2247696238455,1.949988416802155,1.463424008435259,100.0,19,inf,14.73251432139434,900.3325761299616,47.38592505947166,15337.44133201823
