stage,trial_id,strategy,parameters,best_objective,best_objective_score,total_return_pct,buy_hold_return_pct,buy_hold_max_drawdown_pct,max_drawdown_pct,cagr_pct,sharpe_ratio,sortino_ratio,win_rate_pct,total_trades,profit_factor,recovery_factor,total_cost_pct,avg_cost_per_trade_pct,final_balance
all,201,CompositeMomentumIndexStrategy,"{""roc_period"": 5, ""rsi_period"": 19, ""signal_threshold"": 0.7299087178156852, ""tsi_long"": 24, ""tsi_short"": 14}",mar,341507721899.8425,34150.77218998426,200.10062012394803,-99.7381334979267,-90.90899942035836,1890.7350627967664,2.489000817161531,2.361922538667318,61.111111111111114,18,12.609343465695188,375.6588721439217,20566.535411886456,1142.5853006603586,342507.72189984255
all,26,CompositeMomentumIndexStrategy,"{""roc_period"": 7, ""rsi_period"": 23, ""signal_threshold"": 0.20343942386014077, ""tsi_long"": 27, ""tsi_short"": 15}",mar,298120296226.2961,29812.02962262961,200.10062012394803,-99.7381334979267,-92.31489914773208,1757.2314764775747,2.4670189534047107,2.2263533322456857,60.0,15,16.864898549538232,322.9384411168693,17231.459087538202,1148.7639391692137,299120.2962262961
all,321,CompositeMomentumIndexStrategy,"{""roc_period"": 5, ""rsi_period"": 28, ""signal_threshold"": 0.13520954756852785, ""tsi_long"": 23, ""tsi_short"": 11}",mar,272231259756.2194,27223.12597562194,200.10062012394803,-99.7381334979267,-91.8706802000254,1673.0334210381066,2.4218177207041633,2.3955698850845057,57.14285714285714,7,25.63942933738094,296.3200655132889,5505.618300079372,786.5169000113389,273231.2597562194
1y,241,CompositeMomentumIndexStrategy,"{""roc_period"": 8, ""rsi_period"": 28, ""signal_threshold"": 0.7392397210843735, ""tsi_long"": 19, ""tsi_short"": 12}",mar,242849146334.41885,24284.914633441887,-24.21430939037421,-99.7381334979267,-90.90899942035836,25149.312739618195,3.5050287390840027,3.202939819673568,60.0,10,26.549373420989387,267.1343298054545,14526.521791042083,1452.6521791042085,243849.14633441885
all,396,CompositeMomentumIndexStrategy,"{""roc_period"": 5, ""rsi_period"": 14, ""signal_threshold"": 0.2105570495638949, ""tsi_long"": 38, ""tsi_short"": 20}",mar,211569595644.42703,21156.959564442703,200.10062012394803,-99.7381334979267,-92.7472035435733,1458.9768160515562,2.3672751171937683,2.290127969731927,68.18181818181817,22,8.855662294462753,228.11425850163783,14218.201902234792,646.281904647036,212569.59564442703
1y,226,CompositeMomentumIndexStrategy,"{""roc_period"": 8, ""rsi_period"": 26, ""signal_threshold"": 0.7460280818201787, ""tsi_long"": 25, ""tsi_short"": 16}",mar,211532696870.88348,21153.26968708835,-24.21430939037421,-99.7381334979267,-90.90899942035836,21887.49513863008,3.4309081874353646,3.3107173195386106,55.55555555555556,9,29.746537155189102,232.68620072779325,12636.919134424876,1404.102126047209,212532.6968708835
1y,31,CompositeMomentumIndexStrategy,"{""roc_period"": 7, ""rsi_period"": 20, ""signal_threshold"": 0.7, ""tsi_long"": 17, ""tsi_short"": 15}",mar,163841423622.18964,16384.142362218965,-24.21430939037421,-99.7381334979267,-90.90899942035836,16926.169788541036,3.3701917640578936,3.0076761922287885,62.5,16,18.74388833770209,180.22574735928575,9787.818994367724,611.7386871479827,164841.42362218964
all,106,CompositeMomentumIndexStrategy,"{""roc_period"": 9, ""rsi_period"": 18, ""signal_threshold"": 0.7, ""tsi_long"": 35, ""tsi_short"": 18}",mar,153962517660.4065,15396.251766040648,200.10062012394803,-99.7381334979267,-90.90899942035836,1225.8266989564418,2.3140957332357344,1.9076164104191984,69.56521739130434,23,8.04846921237662,169.35893986522942,12668.500888754596,550.8043864675911,154962.51766040648
1y,216,CompositeMomentumIndexStrategy,"{""roc_period"": 5, ""rsi_period"": 17, ""signal_threshold"": 0.243630280683836, ""tsi_long"": 32, ""tsi_short"": 13}",mar,150693130213.1121,15069.31302131121,-24.21430939037421,-99.7381334979267,-90.90899942035836,15559.854798769522,3.308154811853195,2.9310979066442906,71.42857142857143,14,18.292131745102193,165.76261005394537,8795.577378697153,628.2555270497967,151693.1302131121
all,1,CompositeMomentumIndexStrategy,"{""roc_period"": 7, ""rsi_period"": 17, ""signal_threshold"": 0.40078655063208213, ""tsi_long"": 25, ""tsi_short"": 15}",mar,140256874490.7202,14025.687449072024,200.10062012394803,-99.7381334979267,-91.949454629133,1164.3741040580437,2.281825079088755,2.0174724764689893,64.0,25,7.6955651051563185,152.5369291818308,10349.67695017504,413.9870780070016,141256.87449072025
all,56,CompositeMomentumIndexStrategy,"{""roc_period"": 9, ""rsi_period"": 20, ""signal_threshold"": 0.6972171118482834, ""tsi_long"": 31, ""tsi_short"": 14}",mar,133366940060.07314,13336.694006007314,200.10062012394803,-99.7381334979267,-90.90899942035836,1132.3826874344477,2.2731300053739316,1.9209903281815408,69.56521739130434,23,7.785980089482553,146.70378170525396,12196.106130500018,530.2654839347834,134366.94006007316
all,146,CompositeMomentumIndexStrategy,"{""roc_period"": 6, ""rsi_period"": 17, ""signal_threshold"": 0.6993392247953171, ""tsi_long"": 25, ""tsi_short"": 13}",mar,110781733966.98157,11078.173396698156,200.10062012394803,-99.7381334979267,-94.43576101902352,1021.465549996724,2.213154543103593,2.130845365151282,56.52173913043478,23,7.941224315101455,117.30909220360414,7360.613290968424,320.0266648247141,111781.73396698156
all,251,CompositeMomentumIndexStrategy,"{""roc_period"": 9, ""rsi_period"": 18, ""signal_threshold"": 0.1981251416509751, ""tsi_long"": 24, ""tsi_short"": 17}",mar,109187784352.39168,10918.778435239168,200.10062012394803,-99.7381334979267,-90.90899942035836,1013.2412400724402,2.2225335020188157,1.918934962446333,64.0,25,7.265441048474999,120.10668366012167,7480.298360232145,299.2119344092858,110187.78435239168
all,283,CSMARevertStrategy,"{""entry_drop"": 0.25256694617151565, ""exit_up"": 0.7629970244762624, ""n_sma"": 733, ""rsi_max"": 34.66565780233972, ""rsi_period"": 14, ""timeframe_minutes"": 5}",mar,102516258396.91965,10251.625839691964,200.10062012394803,-99.7381334979267,-98.0871535605219,978.171475322142,2.3367571913069045,2.661812416348418,100.0,5,inf,104.5154790159803,2184.5080449127154,436.90160898254305,103516.25839691964
all,71,CompositeMomentumIndexStrategy,"{""roc_period"": 6, ""rsi_period"": 14, ""signal_threshold"": 0.8639542107015964, ""tsi_long"": 35, ""tsi_short"": 19}",mar,94160844244.45132,9416.084424445133,200.10062012394803,-99.7381334979267,-93.74563793901105,932.6565234727128,2.1763770083336667,2.0068739742911044,62.5,24,7.270343824701022,100.44290733368352,10954.427855529782,456.4344939804076,95160.8442444513
1y,146,CompositeMomentumIndexStrategy,"{""roc_period"": 5, ""rsi_period"": 18, ""signal_threshold"": 0.43863770960018084, ""tsi_long"": 18, ""tsi_short"": 13}",mar,93635059618.21255,9363.505961821258,-24.21430939037421,-99.7381334979267,-90.90899942035836,9640.365219973157,3.107871400611225,2.8488319439001164,50.0,16,13.316636933392203,102.99866923542857,5493.348296044956,343.3342685028098,94635.05961821256
all,86,CompositeMomentumIndexStrategy,"{""roc_period"": 15, ""rsi_period"": 26, ""signal_threshold"": 0.8729940749831324, ""tsi_long"": 31, ""tsi_short"": 12}",mar,92736413945.95926,9273.641394595928,200.10062012394803,-99.7381334979267,-87.52449446209522,924.70547324019,2.2179848219679164,1.705819388393339,63.1578947368421,19,8.469492097927441,105.95481243952938,6084.619325846134,320.24312241295445,93736.41394595928
all,231,CompositeMomentumIndexStrategy,"{""roc_period"": 10, ""rsi_period"": 25, ""signal_threshold"": 0.25955412315763515, ""tsi_long"": 17, ""tsi_short"": 14}",mar,87872900274.48845,8787.290027448846,200.10062012394803,-99.7381334979267,-90.90899942035836,897.1038068248772,2.194928855639239,1.636133086709917,65.0,20,8.131960718685216,96.66028757853648,5712.925306982023,285.64626534910116,88872.90027448846
all,346,CompositeMomentumIndexStrategy,"{""roc_period"": 6, ""rsi_period"": 14, ""signal_threshold"": 0.8228186456700024, ""tsi_long"": 38, ""tsi_short"": 13}",mar,83461702043.51723,8346.170204351723,200.10062012394803,-99.7381334979267,-92.31442294293367,871.4250260132404,2.1457385340920383,2.0362475238583446,61.53846153846154,26,7.035449520376579,90.41025159753318,9318.0195461384,358.3853671591692,84461.70204351723
