step_index,strategy,train_start,train_end,holdout_start,holdout_end,trial_id,train_total_return_pct,train_buy_hold_return_pct,train_buy_hold_max_drawdown_pct,train_max_drawdown_pct,train_sharpe_ratio,train_total_trades,parameters,holdout_total_return_pct,holdout_buy_hold_return_pct,holdout_buy_hold_max_drawdown_pct,holdout_max_drawdown_pct,holdout_cagr_pct,holdout_num_trades,holdout_win_rate_pct,holdout_profit_factor,holdout_total_cost_pct,holdout_avg_cost_per_trade_pct,trade_log_path
0,CompositeMomentumIndexStrategy,2023-10-06T06:45:00+00:00,2024-01-04T06:45:00+00:00,2024-01-04T06:45:00+00:00,2024-02-03T06:45:00+00:00,161,118.08772032123969,-54.52553678507759,-77.03882976156171,-45.8132252181496,2.998832042989182,5,"{""roc_period"": 20, ""rsi_period"": 14, ""signal_threshold"": 0.7, ""tsi_long"": 27, ""tsi_short"": 13}",19.627728052579485,316.420359546884,-43.896783972211864,-15.21340490985068,820.5036571731796,1,100.0,inf,3.2757845673018906,3.2757845673018906,
0,Strategy_62_RSIAvgs,2023-10-06T06:45:00+00:00,2024-01-04T06:45:00+00:00,2024-01-04T06:45:00+00:00,2024-02-03T06:45:00+00:00,32,170.71157711986066,-54.52553678507759,-77.03882976156171,-49.18496483588085,4.934974226438089,7,"{""ma_periods"": [5, 10, 20], ""overbought"": 65, ""oversold"": 30, ""rsi_period"": 36, ""signal_threshold"": 0.8324979450164051}",23.998116588701745,316.420359546884,-43.896783972211864,-12.020804506425819,1335.619956314245,2,100.0,inf,6.859461726856261,3.4297308634281305,
0,CSMARevertStrategy,2023-10-06T06:45:00+00:00,2024-01-04T06:45:00+00:00,2024-01-04T06:45:00+00:00,2024-02-03T06:45:00+00:00,63,147.46231344737674,-54.52553678507759,-77.03882976156171,-39.8690069962726,3.962630888853011,13,"{""atr_mult"": 1.2549973091049096, ""atr_period"": 9, ""entry_drop"": 0.1313153805872843, ""exit_up"": 0.566172542100869, ""n_sma"": 576, ""rsi_max"": 23.640847070878205, ""rsi_period"": 36, ""timeframe_minutes"": 5}",16.938687262970298,316.420359546884,-43.896783972211864,-18.428255922544345,594.5932926462439,4,100.0,inf,12.988066927652417,3.2470167319131042,
0,DonchianChampionAggressiveStrategy,2023-10-06T06:45:00+00:00,2024-01-04T06:45:00+00:00,2024-01-04T06:45:00+00:00,2024-02-03T06:45:00+00:00,109,33.58137938325052,-54.52553678507759,-77.03882976156171,-29.68014665723596,2.437308968396146,5,"{""ema_exit_days"": 3.7392195823779173, ""entry_days"": 11.0, ""exit_days"": 1.3611945719221754, ""timeframe_minutes"": 5, ""trailing_drawdown_pct"": 0.11971853770861118}",24.20378820985254,316.420359546884,-43.896783972211864,-26.357334339330208,1365.393810071768,5,60.0,2.817461317154601,14.940019811446906,2.988003962289381,
0,GridTradingStrategyV2Aggressive,2023-10-06T06:45:00+00:00,2024-01-04T06:45:00+00:00,2024-01-04T06:45:00+00:00,2024-02-03T06:45:00+00:00,100,280.1592094229157,-54.52553678507759,-77.03882976156171,-55.0573465846618,5.293802161483613,4,"{""allow_bear_breakout_sell"": 0, ""atr_mult"": 1.105208815371003, ""breakout_slope_min"": 0.001116323087075594, ""breakout_window"": 67, ""buy_spacing_mult_bear"": 1.1819431545786447, ""center_lookback"": 38, ""cooldown_bars"": 6, ""fee_pct"": 0.0025, ""min_edge_pct"": 0.021331611559563445, ""min_step_pct"": 0.02, ""min_strength"": 0.7398462014285725, ""no_sell_above_ema_fast_in_bull"": 1, ""num_grids"": 20, ""recenter_dwell_bars"": 9, ""recenter_threshold_pct"": 0.1694536453619352, ""sell_spacing_mult_bull"": 1.0813997152314982, ""side_when_bear"": 1, ""slippage_pct"": 0.01, ""strong_slope_min"": 0.008625821627843639, ""timeframe_minutes"": 60, ""tol_buy_hi"": 0.0065517726847271205, ""tol_buy_lo"": 0.016177154961173865, ""tol_sell_hi"": 0.01933745602551528, ""tol_sell_lo"": 0.005, ""trail_atr_mult"": 1.3692281151587686, ""trend_ema_fast"": 26, ""trend_ema_slow"": 156}",122.31950352428491,316.420359546884,-43.896783972211864,-17.705643406987438,1984462.782776646,3,100.0,inf,16.211852030706723,5.403950676902241,
1,CompositeMomentumIndexStrategy,2023-11-05T06:45:00+00:00,2024-02-03T06:45:00+00:00,2024-02-03T06:45:00+00:00,2024-03-04T06:45:00+00:00,191,1277.4392414757426,321.3318562731405,-65.4070592815265,-43.896783972211864,7.209960635481839,2,"{""roc_period"": 9, ""rsi_period"": 16, ""signal_threshold"": 0.08293472956351775, ""tsi_long"": 26, ""tsi_short"": 11}",0.0,-5.223468692923394,-40.41545802384597,0.0,0.0,0,0.0,0.0,0.0,0.0,
1,Strategy_62_RSIAvgs,2023-11-05T06:45:00+00:00,2024-02-03T06:45:00+00:00,2024-02-03T06:45:00+00:00,2024-03-04T06:45:00+00:00,177,382.4066619402569,321.3318562731405,-65.4070592815265,-65.4070592815265,4.2683798356795615,1,"{""ma_periods"": [5, 10, 20], ""overbought"": 99, ""oversold"": 30, ""rsi_period"": 40, ""signal_threshold"": 0.6}",0.0,-5.223468692923394,-40.41545802384597,0.0,0.0,0,0.0,0.0,0.0,0.0,
1,CSMARevertStrategy,2023-11-05T06:45:00+00:00,2024-02-03T06:45:00+00:00,2024-02-03T06:45:00+00:00,2024-03-04T06:45:00+00:00,173,63.001202353764185,321.3318562731405,-65.4070592815265,-17.671186505568304,4.193920198956605,3,"{""atr_mult"": 2.922867400554934, ""atr_period"": 13, ""entry_drop"": 0.25, ""exit_up"": 0.21162333384051257, ""n_sma"": 576, ""rsi_max"": 43.11458820637324, ""rsi_period"": 34, ""timeframe_minutes"": 5}",0.0,-5.223468692923394,-40.41545802384597,0.0,0.0,0,0.0,0.0,0.0,0.0,
1,DonchianChampionAggressiveStrategy,2023-11-05T06:45:00+00:00,2024-02-03T06:45:00+00:00,2024-02-03T06:45:00+00:00,2024-03-04T06:45:00+00:00,199,157.02056825802248,321.3318562731405,-65.4070592815265,-38.700512944313346,4.175543543955679,8,"{""ema_exit_days"": 3.73974328257783, ""entry_days"": 6.826513858917398, ""exit_days"": 1.1345247645618677, ""timeframe_minutes"": 5, ""trailing_drawdown_pct"": 0.2}",-6.491941355796882,-5.223468692923394,-40.41545802384597,-14.299996555336525,-56.880405193789805,1,0.0,0.0,2.8895787436480025,2.8895787436480025,
1,GridTradingStrategyV2Aggressive,2023-11-05T06:45:00+00:00,2024-02-03T06:45:00+00:00,2024-02-03T06:45:00+00:00,2024-03-04T06:45:00+00:00,80,390.03850091928535,321.3318562731405,-65.4070592815265,-65.4070592815265,4.344688479608394,4,"{""allow_bear_breakout_sell"": 0, ""atr_mult"": 1.7392928177038405, ""breakout_slope_min"": 0.0038271153497327977, ""breakout_window"": 44, ""buy_spacing_mult_bear"": 1.7530889079980396, ""center_lookback"": 26, ""cooldown_bars"": 4, ""fee_pct"": 0.0025, ""min_edge_pct"": 0.02429205428400473, ""min_step_pct"": 0.021752845734099885, ""min_strength"": 0.5963498197983562, ""no_sell_above_ema_fast_in_bull"": 1, ""num_grids"": 18, ""recenter_dwell_bars"": 14, ""recenter_threshold_pct"": 0.17156810651505672, ""sell_spacing_mult_bull"": 1.4631868932714025, ""side_when_bear"": 1, ""slippage_pct"": 0.01, ""strong_slope_min"": 0.0076547723983654975, ""timeframe_minutes"": 60, ""tol_buy_hi"": 0.010389020742340101, ""tol_buy_lo"": 0.005010909974437967, ""tol_sell_hi"": 0.01, ""tol_sell_lo"": 0.0031324128301973312, ""trail_atr_mult"": 3.232102839678309, ""trend_ema_fast"": 61, ""trend_ema_slow"": 224}",22.459412977189032,-5.223468692923394,-40.41545802384597,-15.624148386149471,1166.8772341348733,4,75.0,9.09874837593361,13.979911921070185,3.4949779802675462,
